,url,title,description,price,brand
10,https://kokocollective.com.au/products/esme-natural-rattan-day-bed,Esme Natural Rattan Day Bed,"
Esme rattan day bed
Esme measures approximately 198cm long x 76cm high x 96cm deep. 
Mattress measures 92cm wide x 188cm long x 10cm thick and has a removable cover. 
This is a natural rattan product and colour variation will occur. ",1399.00,Koko Collective
11,https://www.jensen-lewis.com/products/guardsman-gold-complete-plan,Guardsman Gold Complete Plus Plan,"Guardsman's comprehensive Furniture Protection Plan protects your new fabric, leather, and wood furniture investment for a period of 5 years.
Guardsman Gold Complete Plus Furniture Protection Plans cover the accidental stains and damage of a life well-lived. When you need us, we’ll send an expert technician to restore your fabric, leather, wood, and other hard-surface furniture to a look you’ll love a long, long time
*Guardsman plan only applicable to furniture sold by Jensen-Lewis and must be purchased prior to furniture delivery.
Guardsman Gold Complete Plus Plan Brochure
Guardsman Gold Complete Plus Plan Contract
 ",189.0,Guardsman
12,https://cultdesign.co.nz/products/molloy-chair,Molloy Chair,"Elegantly sculptural, the Molloy collection of dining tables, chairs, shelving and coffee tables feature fluid detailing inspired by a rare act of nature.The idea for the artfully rounded joinery, where two elements meet and seamlessly become one, comes from the unusual meeting of two rivers to form the Molloy River in Western Australia – a place where Adam Goodrum hand-built a holiday home with his family. The Molloy collection is available in a variety of timber finishes.Winner of the Good Design Awards 2016. ",0.0,Adam Goodrum
13,https://lostine.com/products/jack-chairs,Jack Leather and Wood Stool - Tan,"The Jack leather and wood stool is the perfect compliment to a beautiful kitchen island or bar. It is equally suited to a relaxed modern Los Angeles home as it is to a New York City apartment.  The steel footrest is an added comfort for resting your heels.  Thoughtful detailing enhances the simple design of this Lostine collection. Each thick leather seat has its own character and variations lending to the appeal of the material. The leather will vary in color and darken with age, like a great bag or a favorite pair of boots. The frame is made of a hard maple wood and sealed to protect the wood but keep the beauty of the wood's natural color. Made in the USA. 
This item is non-returnable. Excluded from shipping promotions.

",1285.0,Lostine
14,https://www.mainecottage.com/collections/workspace/products/big-cay-desk,Big Cay Desk,"Need some incentive to start on that pile of paperwork? Look no further than our Big Cay Desk. With plenty of surface space on which to spread out, ample storage and great looks, you'll be anxious to get started. Did we mention that we finish the back so you can float the Big Cay anywhere in the room?! Bottom drawers equipped with hanging hardware for files. Note that this desk is also available in a smaller size we refer to as our Little Cay Desk if floor space is at a premium.
Dimensions
Overall Dimensions: 64""W x 24""D x 30""H
Weight: 150 LBS",4305.00,American Heirlooms
15,https://vancouverwoodworks.com/products/aamerica-wslcb5091,A-America - Westlake Queen Storage Bed,Liquid error (templates/product line 23): Unknown operator =!,"2,024",
16,https://qualitywoods.com/products/qw-amish-mckee-6pc-dining-set?variant=31793708105810,QW Amish McKee 6pc Dining Set,"McKee Dining Collection
The McKee Dining Collection has a distinctively rustic feel that combines the raw nature of American hardwoods and generational quality. The McKee table top comes standard at 1-3/4"" thick with hand planing and distressing.
McKee 6pc Set Includes:


McKee Table (size to be selected)
(4) Logan Side Chairs

McKee Bench (will be same size as table)

Select Your Wood &amp; Finish
Whether you have distinct taste, or something you would like to match, our QW Amish program allows you to hand-pick the final details. Check out the Wood species and Finish options to customize your unique piece. 
Pictured in Rustic Quarter Sawn White Oak (Shadow) with a Brown Maple (Antique Slate) Base. Please call to order in this wood and 2-tone finish combination.
Size Pictured: 42""W x 72""L
Standard Features:

1-3/4"" Thick Solid Top
Grain Runs Lengthwise (unless ordered with leaves)
Hand Planed &amp; Distressed
Solid Wood Amish Construction
Durable Conversion Varnish Finish

Optional Features:


No Hand Planing
No Distressing
Available with Leaves
Available Counter Height


Amish quality is well worth the wait. Please allow additional time for long distance shipping. 
QW Amish Dining Program
The QW Amish dining program is predicated on build quality, functionality, beauty and sustainability. Amish-Hand-Made from only solid American hardwoods, these dining room sets are built to last and retain their beauty for decades to come. True to the QW way, these sets will certainly not disappoint.  ",4551.98,QW Amish
17,https://jeremiahcollection.com/products/record-storage-console,Mid Century Record Storage Console,"<meta charset=""utf-8"">
<p><span>This console is perfect for the avid record collector. A sleek design with clean lines. Made with solid Walnut. The top cubbies are 7” high and the bottom cubbies are 14” with sliding doors.</span></p>
<p><span>• 48 W x 27.5 H x 16 D</span><br><span>• 60 W x 27.5 H x 16 D</span><br><span>• 72 W x 27.5 H x 16 D</span><br><span>• 84 W x 27.5 H x 16 D</span></p>
<p><br><span>• Sliding Mixed Panel Doors</span><br><span>• Materials: Solid Walnut</span></p>
<p><strong>Please be sure to carefully read our <a href=""https://jeremiahcollection.com/pages/policies"">Policies</a> before submitting your order.</strong></p>
<p> </p>",2900.0,JeremiahCollection
18,https://thefinestore.com/products/gift-card,Gift Card,"Surprise someone with a digital gift card for The Fine Store! Just select the amount of your Gift Card, add it to your shopping cart and after checking out you will receive a unique code. Email the gift card to someone special, or print it to give it in person.
The code can be used online at checkout or in our store in The Hague! The Gift Card will be sent via email only, no hard copy is shipped. Gift Cards are not refundable for cash. This gift card never expires!",10.0,The Fine Store
19,https://lorfords.com/collections/the-armchair-collection/products/the-bayswater-armchair,Bayswater Armchair," 
Ultimate comfort in a compact size, the Bayswater’s enduring appeal is testament to the wonderful design that has been popular for drawing rooms to cottages for nearly 150 years. Soft yet supportive, this is a chair for every occasion. 
Height:  90cmWidth: 76cm Depth: 102cm Seat height: 50cmSeat depth: 58cm Seat width: 46cm Seat back height: 47cm

Amount of plain fabric required: 8mThe price excludes fabric. For patterned fabric meterage and custom sizes, contact us for advise on quantities and lead times.
Leg design: Tapered oak leg front, curved leg back
Extra charges:Skirt: From £200 + VATPiping or other finishing details: From £100 + VAT
Price of model shown is inclusive of VAT.

 












","5,400.00",LORFORDS
20,https://classicwithatwist.com.au/products/1900-bench,1900 BENCH,"A romantic love seat for two, with intricate heart shaped hand forged scrollwork on the seat back and arms and perforated decorative seat. Perfect for sharing a conversation with a friend or alongside an outdoor table, the 1900 bench is a delightful pretty addition to your outdoor space. Inspired by the famous romantic gardens in France, and made using hand-forged traditional techniques, this bench is both elegant and ultra-comfortable. Available in a stunning array of colours to compliment your own unique garden or terrace.Dimensions: L:106 W:53 H:90cm Wt:12.8KGTechnical Specifications:Steel rod frame and backrestPerforated steel sheet seat Hand forged steel scrolls, armrests and ringsAnti - UV resistant powder coating Stackable for easy storageFoot pads to protect surfacesMade in FranceAccessories;Outdoor cushions 43cm - Basics Environment: an environmentally friendly choice 98% of all iron is now recycled worldwide. Fermob is committed to manufacturing furniture that is fully recyclable and recycled. In addition, they use ecological paint that protects both the environment and your health. The powder paints used by Fermob contain no solvents and are applied in a zero-waste facility",1330.0,Fermob
21,https://thebanyantree.com.au/products/gift-card,GIFT VOUCHER,"Shopping for someone else but not sure what to give them? Give them the gift of choice with a The Banyan Tree Furniture gift card.
Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.",25.0,The Banyan Tree Furniture
22,https://tabularasa-furniture.com/collections/frontpage/products/ohmm-fiesta,TRO10001 OHMM® Fiesta Collection,"OHMM®’s modern take on a centuries old design reminiscent of Spanish colonial styling. Fiesta by OHMM® Design Studio has evolved into a contemporary classic. Its curvaceous dynamic form giving it a fun and flowing nature. Woven in herringbone style weave, this gives a clue to its original heritage and provides an interesting finish. Perfect for balcony solutions - with or without cushions. 
Contact us today for details
Click HERE for the OHMM® Fiesta collection specs sheet
 
Availability: Pre-Order (8 weeks)",1900,Tabula Rasa Outdoor
23,https://livingbydesign.net.au/products/sorensen-teak-bench-seat-dining,SORENSEN TEAK BENCH  |  100CM,"Our signature solid teak bench is exclusive to Living by Design in Australia, as featured on the front cover of Country Style Magazine and in House and Garden editorials. A perfect blend of modern country, meets simple nordic functionality. The clean solid lines complement the organic natural curve of the seat, ensuring no two are the same.
The hardwood teak is very lightly oiled and sustainably sourced. While the wood is of superior quality, teak naturally allows for knots or slight discolouration. Our design partners hand cut and re-fill knots in the bench top according to Living by Design's specifications. Each of our teak tops vary in this process, and we do not consider these variations to be faults.
An ideal bench for the narrow hallway, simple nook, or end of bed. Our extensive size range will ensure a perfect size is available. Our exclusive Sorensen Teak bench with its slender silhouette, is the ideal addition to large or small spaces... indoor or outdoor.",299.0,Living By Design
24,https://modernkomfort.ca/products/glen,Glen Mirror,"The Glen oversized round mirror is made of metal with a raw iron finish.

Dimensions: 48"" x 48"" x 1""


To confirm stock availability or to ask questions about this product please contact us.  ",840.00,Renwil
25,https://chansfurniture.com/products/copy-of-42-tennant-brand-modern-style-beatrice-bathroom-sink-vanity-tb-9433-v42-wenge-color,"42"" Tennant Brand Beatrice Navy Blue Modern Bathroom Sink Vanity","Dimensions: 42 in. W x 22 in. D x 35 in. H
Product Spec Sheet: Click Here Assembly Guide: Click Here
Elevate your bathroom's elegance with the stunning Tennant Brand Beatrice Series tailored exclusively for modern, sophisticated homeowners where style and functionality merge to create a masterpiece that exceeds expectations. This single sink vanity showcases a perfect blend of style, functionality, and versatility, becoming the focal point of your bathroom oasis. Its transitional design, infused with clean lines and a timeless Navy Blue finish, complements any décor seamlessly.
Crafted from the finest select birch wood and built with solid, high-end furniture-grade construction, this vanity is not only stylish but also incredibly durable. The Beatrice comes with a stunning White Quartz countertop that will add a touch of sophistication to your bathroom.
With soft-close doors and high-quality construction using 100% solid wood and plywood, the Beatrice offers a smooth and quiet operation, making it a pleasure to use. The white ceramic sink is packaged separately for easy installation, and the pre-cut back panel opening allows for easy plumbing access.
This modern contemporary style bathroom vanity features an eye-catching Navy Blue finish that will make your bathroom stand out. The Beatrice is not just stylish, but also practical, offering ample storage space for your bathroom essentials. Here are some more features that make the Beatrice stand out:
Product Features:

Effortless Assembly: Partial assembly required with sink &amp; metal base installation; free-standing configuration for easy placement.
High-quality Materials: Constructed from solid wood, CARB Ph2 certified panels, and birch veneer for durability and longevity.
Elegant White Quartz Countertop: 28mm thick, refined countertop offers ample space for bathroom essentials and pairs perfectly with an 8-inches widespread 3 holes faucet set (not included).

Optional 3.5"" backsplash: Add even more elegance and style to your bathroom with the optional 3.5"" backsplash, which is available for an additional cost.
Spacious Storage: Features 2 drawers and 1 side compartment for ample storage; soft-closing doors with pre-cut openings ensure easy plumbing access.
Smooth Functionality: 2 solid rubberwood drawers with natural color finishes and full-extension metal sliders for effortless opening.
Striking Accents: Trendy brushed gold finish door/drawer pulls and cabinet base enhance the vanity's visual appeal.
Top-quality Ceramic Sink: White rectangle ceramic under-mounted sink with overflow (16.7 x 11.6"" opening measurement) for a sleek, modern look.
Comprehensive Package: Includes base cabinet, countertop, sinks, and hardware for a hassle-free setup
Faucet Compatibility: Designed for use with an 8-inches widespread 3 holes faucet set.

 
Tennant Brand product
Residential Curbside delivery only",995.00,Tennant Brand
26,https://hedgehousefurniture.com/products/windsor-bed,Windsor Bed,A slanted headboard makes early morning reading or late night movie watching all the more comfortable in our Windsor bed.,2299.0,Hedge House Furniture
27,https://oakforless.com/products/gift-card,Gift Card,"Shopping for someone else but not sure what to give them?
Give them the gift of choice with a Oak For Less® Furniture gift card.

Gift cards are delivered by email and contain instructions to redeem them at checkout.
Our gift cards have no additional processing fees.
",50.00,Oak For Less® Furniture
28,https://www.myconcept.com.hk/products/moo,Moo,"<meta charset=""utf-8"">
<p>Moo is a full scale wall–mounted Norwegian moose head light. Moo may be used for both indoor and outdoor decoration. The figuratively shaped lamp body is made of poly–resin material, that gives a smooth and transparent flow of light. The bulbs placed inside the horns add extra elements of soft, sparkling and translucent light effects to the lamp.</p>
<p>The inspiration behind the Moo lamp was found in northern Norway, –in the breathtaking scenery of Hamarøy, where both designers have summer houses. Here the moose is frequently seen passing close to the houses and even on the lawns. The designers hope Moo will stand out as a post–modern kitch trophy, making the viewer smile happily as they recognize this “King of the Norwegian forest”. </p>
<meta charset=""utf-8"">
<ul>
<li>
<p>Wall lamp</p>
</li>
<li>
<p>Shade material: Polyresin and glass fibre</p>
</li>
<li>
<p>Shade colour: White</p>
</li>
<li>
<p>Base material: Steel</p>
</li>
<li>
<p>Wire: White, 190 cm</p>
</li>
<li>
<p>Bulbs main body: 2 x E27 energy saving bulb. Max. 20 W</p>
</li>
<li>
<p>Bulbs horns: 2 x E14 energy saving bulb. Max. 7 W</p>
</li>
<li>
<p>220V - 240V ~ 50Hz</p>
</li>
<li>
<p>Net weight: 11.4 kg</p>
</li>
<li>
<p>Indoor and outdoor (IP 44)</p>
</li>
<li>
<p>CE</p>
</li>
</ul>",23880.0,Northern Lighting
29,https://asianteakfurniture.com/products/bali-teak-bench-atf388,Scandinavian Bali Teak Bench ATF388,"Bali Teak Bench ATF388




Features:



Solid wood  timber
Lasting and fashionable
Handmade by craftman
Available in Mahogany or Chocolate or White or White Wash or Light Pecan Color






Dimensions:


45cm H x 90cm W x 35cm D



",249.00,Bali Teak Furniture Collection
30,https://teak-furniture-singapore.com/products/sweden-side-table,Sweden Teak Side Coffee Table 60 x 60 cm,"<h5>Sweden Teak Side Coffee Table 60 x 60  cm </h5>
<h5>Product Code:</h5>
<div class=""value-chm"">TFS668 LT-60-60-TA</div>
<h5>Name:</h5>
<div class=""value-chm"">Sweden Side Table</div>
<h5>Size:</h5>
<div class=""value-chm"">60W 60D 50H</div>
<h5>Description:</h5>
<div class=""value-chm""><span>Handcrafted by highly skilled and seasoned carpenter craftsmen, our solid wood timber products spec base on SVLK certificate, this is to  ensure it was obtained and sourced from environmentally friendly and sustainable plantations farm and using processing technique  in compliance with government regulations and rules</span></div>
<div class=""value-chm"">
<div class=""value-chm"">
<br><strong></strong>
</div>
<div class=""value-chm""><strong></strong></div>
</div>
<div id=""gtx-trans"" style=""position: absolute; left: -103px; top: 318.047px;"">
<div class=""gtx-trans-icon""></div>
</div>",299.0,Scandinavian Sweden Furniture
31,https://www.modishstore.com/products/twos-company-sunburst-antiqued-gold-wall-mirror,Two's Company Sunburst Antiqued Gold Wall Mirror,"Sunburst Antiqued Gold Wall Mirror - Steel/MDF/Glass
This beautiful Sunburst Antiqued Gold Wall Mirror is a perfect depiction of the sun in that it has the power to transform a room by reflecting and multiplying light. This mirror is both functional and artistic.

Specifications

 Product Dimensions: 39 3/4"" Dia
 Material: Metal
 Please Note: Plain Box/ Dimensional Weight
 SKU: 2137
 Brand: Two's Company



Additional Information:

 Material: Glass, Mdf, Metal, Steel
 Color: Gold
 Style: Contemporary, Modern
 Type: Wall Mirrors, Decorative Mirrors
 Shape: Sunburst
 Hanging Orientation: Dual Orientation



Returns &amp; Exchanges

Non-returnable.
Damaged items will be replaced.
See full return policy


",585.0,Two's Company
32,https://teakco.com/products/amsterdam-2-drawer-bedside-table-tek168bs-002-ta,MP - Amsterdam 2 Drawer Bedside Table TEK168 BS 002 TA Side Table,"<p><strong>Amsterdam 2 Drawer Bedside Table TEK168BS 002 TA</strong><br><strong>55x40x60</strong></p>
<p><br>( lamp stand side table / night stand)</p>
<p><strong>Measurements</strong></p>
<p>60cm H x 55cm W x 40cm D</p>
<p>Weight: 16 Kilogram</p>
<p><span>Flash Sale Item cannot applied to the Discount Gift Voucher. Sold As It Is. New Item. Cannot apply voucher </span></p>",359.0,Amsterdam Central
33,https://www.blackmango.com.au/products/gift-card,Black Mango Gift Card,"Shopping for someone else but not sure what to get them? Why not a Black Mango Gift Card!
Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.",50.0,Black Mango
34,https://candb.ca/products/10-gel-memory-foam-mattress,The Upton Mattress,"Proudly Made in Canada

10"" memory foam mattress that adapts to your body and reduces motion transfer
Gel infused to provide a cooling effect and regulate temperature
Choose your firmness level for ultimate comfort and support
Compressed and roll packaged in a box
Composition:

2"" high viscosity 4 lbs gel memory foam mattress
8"" quality foam base for exceptional comfort
Bamboo fabric cover with enhanced features
Stretch knit fabric with heavy decking for ensured durability


10 Year Limited Manufacturer's Warranty Included",600.0,Divine Sleep
35,https://vintage-etc.com/products/tabeni-coat-stand,Tabeni Coat Stand,"Made from tubular metal and reclaimed wood, this is the perfect solution creating a tidy hallway,  boot room or holiday house.   Hang the towels, bags or coats up, and have somewhere to seat yourself while you tie your laces.   Stash the hats on the top shelf.  This is also a good solution for kids to hand the school bags. Stash the hats on the top shelf.  This is also a good solution for kids to hand the school bags and blazers, beats tripping over them on the floor. 
Made from reclaimed wood, this is also kinder on the environment. 
Clients can also request the tubular metal in white and the timber to be white-washed.   Sizes can be varied, allow for a requote if varied.
100w x 200h x 420d   (pictured) 
 
PLEASE NOTE:   This is a custom-made item -   price excludes delivery. Published prices on custom orders are guide prices only as final costs depend on the costs of raw material at the time of order.   This is made in Cape Town, but can be delivered nationwide (we will get a quote for you).  Custom orders are paid in advance, please allow 10-15 working days for manufacture. Delivery costs depends on distance and volume of order (outsourced) 
 Contact us info@vintage-etc.com for custom made orders to fit your space.  ",8650.0,Vintage-etc
36,https://ikonitaly.com/products/minimaproject-chieut-table,minimaproject chieut table contemporary low table,"The Chieut table, a contemporary low table, has been described as the quintessential minimalist design project. Originally conceived by Swedish based South Korean designer Jay Design in 2012, this beautiful ethereal piece seems to defy the law of gravity. The Chieut has attracted the praise of leading architectural luminaries such as the Zaha Hadid Architects and was the recipient of the prestigious Golden A&#39; Design Award in 2017.The Chieut table is entirely handcrafted in Italy by design atelier Minimaproject with the finest materials in a limited edition of 200 pieces to guarantee the uniqueness of each piece. Both body and legs can be ordered in a number of powder coating colour finishes to obtain interesting cromatic combinations. Small imperfections might be present-evidence that our pieces are unique and not mass produced.Dimensions: 100 x 56,5 x h40,5 cmWeight: 12,6 kg ",1952.0,ikonitaly
37,https://www.212concept.com/products/ikon-sofa,Ikon Sofa,"
Description
Classic details deftly meld with contemporary design elements for one handsome yet inviting modern sofa. The Ikon Sofa’s striking structure is highlighted by a sleek upholstered interior enveloped by rich plywood with laborious capitoné finish and set atop slender steel legs. The interior of the sofa’s back has captivating deep button-tufting and edgy yet comfortable angled arms. Available in three upholstery options and two wood finishes. Manufactured with high-density foams of up to 50kg. Designed by Allegre, this elegant sofa is the flagship piece of B&amp;V’s new collection.    Special order / 8-10 Weeks  Can be shipped within the EU Countries 



 Features




Structure - Solid Wooden Board
Frame Finish Options - Natural Oak or Walnut
Suspension - Springs
Seat Cushion - HR foam, Polyester Wadding
Support Cushion - HR foam, Polyester Wadding
Legs - Black Lacquered Steel
Upholstery - Fabric or Leather
Suitable for both residential and commercial use

 Download Data Sheet PDF 


Tech Data

28""H x 98.4""W x 33.5""D

Seat height: 15""

Arm height: 28""


 Download Data Sheet PDF   Download 3D Drawings 


Colors
  PLEASE CLICK HERE TO VIEW


Designer
Alegre Design Valencia-based Alegre Design is comprised of design duo Marcello Alegre and Andrés Baldoví. They have over 15 years of experience in industrial and product design and development. Since founding their studio in 2001, the pair have garnered numerous awards for their modern furniture designs including the Red Dot Award in 2012 and the Fx International ID Award in 2008. Highlighting their long list of brand collaborations is an upscale modern seating and occasional table range for B&amp;V. Created with know-how, creativity and innovation, each of their products boasts exceptional quality and striking aesthetics.


",11040.0,B&V Collection
38,https://www.couchpotatocompany.com/collections/best-sellers/products/ro-armchair,Ro Armchair,"
Description
Dimensions
3D model




The Ro Easy Chair was designed by Spanish designer Jaime Hayon, and is a very comfortable new style of chair by the Danish brand Fritz Hansen. This wingback chair is perfect for relaxing in, thanks to its high back and soft upholstery. The Ro armchair is made with excellent craftsmanship and out of sustainable materials. The design of the Ro chair is elegant and suited for a classical, contemporary or modern home. A matching foot stool is also available with this chair.
Read more
 The armchair comes in a great choice of fabrics and colours, and is also available in a ""Designer Selections"" version in a mix of two fabrics for the shell and the cushions. The legs are made of brushed aluminium or solid wood.



JH1-Aluminium, JH2-WoodenHeight: 113.0 cmDepth: 97.0 cmWidth: 80.0 cmSeat Height: 43.0 cm


Please see above for prices of each individual finish. 3D models for illustration only. Many products feature natural materials such as wood, leather and marble, with differing grain and vein details.

 



",3099.0,Fritz Hansen
39,https://www.laura-james.co.uk/products/coffee-table-corona,Corona Solid Pine Coffee Table,"Buyers notes Expertly crafted from solid pine wood, this coffee table with storage will look superb topped with your latest magazines and your favourite coffee table books.  What you need to know Assembly - Self-assembly is required. Design features - Traditional style handles &amp;amp; antique wax finish. Finish/material - Solid pine &amp;amp; metal handles. Guarantee - All Laura James furniture comes with a 2-year guarantee, T&amp;amp;Cs apply. Why we love For a traditional feeling, the beautifully constructed pine coffee table offers a soft tone and subtle black detailing. Each table will have its own unique finish due to the nature of solid wood providing warmth to the room. Combine with a cream sofa for a bright rustic feel, or enhance the natural tones of this Mexican pine table with brown leather seating. Height (cm)45 Width (cm)100 Depth (cm)60 Main Material Solid pine Finish Wax Max Weight Capacity 50kg Drawer Dimensions Height 11.5cm, Width 28cm, Depth...",59.99,Laura James
40,https://www.mydiscountmalta.com/products/mdm-wardrobe,MDM Wardrobe Storage Organiser,"<h3 class=""a-size-large a-spacing-none""><span class=""a-size-large"" id=""productTitle"">Fabric Wardrobe, Foldable Closet with Hanging Rail, Clothes Rack, Storage Organiser for Bags, Toys, Shoes, Living Room, Bedroom, Cloakroom, 150 x 45 x 175 cm.</span></h3>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">INVITE YOUR CLOTHES IN: Hang your clothes on the 2 rods of the fabric wardrobe in neat rows. Place your folded clothes on the shelves. When you need to pick your outfits for a big day, everything you have is just at your fingertips.</span></li>
</ul>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">IT HAS THE STRENGTH: The hanging rail has a load capacity of 15 kg and the fabric layer holds 5 kg because it’s supported by 16 mm dia. metal tubes and quality non-woven fabric; the sturdiness and durability of the foldable closet are both assured.</span></li>
</ul>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">AWAY FROM DUST: Your favorite new garment needs better protection. The fabric cover, equipped with a zipper and hook-and-loop fasteners, was handpicked to store your clothes properly. This clothes rack has you covered!</span></li>
</ul>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
<li><span class=""a-list-item"">EASY TO ASSEMBLE: No more spending hours putting a fabric wardrobe together; the assembly here is all about attaching the tubes into the plastic connectors, no tools required. All that’s left to do is display your shirts and dresses on the hanging rail.</span></li>
</ul>
<p><span class=""a-list-item""><em>FREE DELIVERY | SECURE PAYMENT</em></span></p>
<p><span class=""a-list-item""><em><img alt="""" src=""https://cdn.shopify.com/s/files/1/2986/9528/files/CreditCardIcons-1-1_480x480.png?v=1574517458""></em></span></p>",129.0,AMZ RYG12B
